PIVlab, ASCII chart output - 12-Oct-2024
FRAME: 9, filenames: A:[9]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi & B:[10]MAX_TimeSrs0141516_TgUtrmcherry_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
1071,481,-6.478392124,-3.819264889,1
1071,513,-6.941519737,-5.190910339,1
1071,545,-6.774251938,-5.399217606,1
1071,577,-6.580288887,-7.006269455,1
1071,609,-5.925096989,-7.37022686,1
1071,641,-4.080131054,-5.366795063,1
1071,673,-3.854831219,-5.019346714,1
1071,705,-5.305428028,-11.28666401,1
1071,737,-5.433460712,-11.97069359,1
1071,769,-6.69258976,-12.41628361,1
1071,801,-6.68729496,-10.65014935,1
1071,833,-6.918870449,-11.03781605,1
1071,865,-6.701098442,-11.4781065,1
1071,897,-6.426142216,-11.1914072,1
1071,929,-20.96750259,-15.46849537,1
1071,961,-9.840694427,-20.29204178,1
1071,993,-0.2420487404,-0.05076789856,1
1071,1025,0.3349266052,-0.1050682068,1
1071,1057,-0.6546828747,-9.180804253,1
1071,1089,-1.24554944,-9.72998333,1
1071,1121,-2.420706987,-10.87737274,1
1071,1153,-3.957741022,-11.67919254,1
1071,1185,-3.586695433,-10.75908756,1
1071,1217,-3.690763474,-9.173193932,1
1071,1249,-4.953075886,-9.569842339,1
1071,1281,-2.841840982,-8.744057655,1
1071,1313,-1.588728666,-8.971808434,1
1071,1345,-0.527271986,-8.847890854,1
1071,1377,-0.6236258745,-10.55926323,1
1071,1409,-1.395621777,-11.70166779,1
1071,1441,-1.768622756,-12.19164848,1
1071,1473,-1.133857012,-11.87596416,1
1071,1505,-2.731161356,-12.32841301,1
1071,1537,-3.349039078,-11.64921856,1
1071,1569,0.2243277878,-11.0969944,1
1071,1601,0.3394375145,-10.29759502,1
1071,1633,-0.01424989104,-9.166459084,1
1071,1665,-0.3802364469,-8.946016312,1
1071,1697,-0.6658462286,-9.631307602,1
1071,1729,-1.070043087,-9.280264854,1
1071,1761,-2.045113087,-8.646720886,1
1071,1793,-2.864378214,-7.485825062,1
1071,1825,-3.383648396,-6.412079811,1
1071,1857,-4.824404716,-6.102407932,1
1071,1889,-5.606500626,-8.09817028,1
1071,1921,-4.417784214,-7.923607826,1
1071,1953,-2.53716135,-8.397223473,1
1071,1985,-1.569606662,-5.741120815,1
1071,2017,0.08999949694,-2.550644636,1
1103,33,-1.258403301,4.949784279,1
1103,65,-5.153160572,-9.660321236,1
1103,97,-5.907399178,-9.299454689,1
1103,129,-5.70207119,-9.790987015,1
1103,161,-5.506008625,-9.509973526,1
1103,193,-5.581032276,-9.916701317,1
1103,225,-5.982508659,-8.6873703,1
1103,257,-6.066646576,-6.673138618,1
1103,289,-6.258845329,-7.033618927,1
1103,321,-6.405476093,-6.878587246,1
1103,353,-5.912380695,-6.923787594,1
1103,385,-5.4920187,-7.238463879,1
1103,417,-5.570290089,-6.75904274,1
1103,449,-6.307600975,-5.225431442,1
1103,481,-6.86989975,-3.276100636,1
1103,513,-8.483758926,-4.52606535,1
1103,545,-9.332963943,-6.25451231,1
1103,577,-8.17171669,-6.036361217,1
1103,609,-3.412181854,-23.26971817,1
1103,641,-6.274369717,-5.399614334,1
1103,673,-6.192336082,-4.834881783,1
1103,705,-6.155574322,-8.227952957,1
1103,737,-6.137433529,-10.04352093,1
1103,769,-6.777422905,-11.431077,1
1103,801,-7.208128452,-10.75489426,1
1103,833,-7.199717045,-11.8888607,1
1103,865,-7.27466917,-12.03575706,1
1103,897,-18.65931702,-11.14127254,1
1103,929,0.01336669922,-0.2372217178,1
1103,961,-7.119087219,-18.76194,1
1103,993,-0.5421705246,-0.3015956879,1
1103,1025,0.3018193245,-0.217505455,1
1103,1057,-1.74527359,-8.247000694,1
1103,1089,-2.706238747,-8.953644753,1
1103,1121,-3.748548508,-10.58714962,1
1103,1153,-5.34544611,-10.33921528,1
1103,1185,-5.507980824,-8.789142609,1
1103,1217,-5.885784149,-7.232322693,1
1103,1249,-5.946055412,-8.835007668,1
1103,1281,-3.086424828,-9.149459839,1
1103,1313,-1.370333076,-9.055348396,1
1103,1345,-0.6868681908,-9.092546463,1
1103,1377,-1.256026387,-9.439651489,1
1103,1409,-2.239688635,-11.12749767,1
1103,1441,-4.113120079,-13.70615578,1
1103,1473,-3.43959403,-11.66552925,1
1103,1505,-2.133300066,-12.02641392,1
1103,1537,-0.2360287309,-11.40756035,1
1103,1569,0.68073982,-10.72342682,1
1103,1601,1.190042973,-10.29921818,1
1103,1633,1.6211164,-8.291308403,1
1103,1665,0.7742398977,-6.977235794,1
1103,1697,0.0007561445236,-8.494795799,1
1103,1729,-0.926129818,-8.471883774,1
1103,1761,-1.927793503,-7.298614502,1
1103,1793,-2.582612991,-5.955047607,1
1103,1825,-3.038136482,-5.052454948,1
1103,1857,-4.511598587,-5.739607811,1
1103,1889,-5.625090599,-6.682730198,1
1103,1921,-4.392810345,-6.556492805,1
1103,1953,-3.175012112,-5.28947258,1
1103,1985,-1.057674408,-3.314709663,1
1103,2017,1.378437281,-3.169831038,1
1135,33,-14.93703461,6.35045433,1
1135,65,-5.602328777,-8.561496735,1
1135,97,-5.749921322,-8.530861855,1
1135,129,-5.999795437,-9.812114716,1
1135,161,-5.720742226,-8.841330528,1
1135,193,-5.343290806,-8.50841713,1
1135,225,-5.390338421,-7.737178326,1
1135,257,-5.715824127,-7.474477291,1
1135,289,-7.785641193,-7.271012783,1
1135,321,-7.784563065,-6.611860275,1
1135,353,-6.394419193,-6.669821262,1
1135,385,-5.394696236,-7.333858967,1
1135,417,-5.475192547,-6.358887672,1
1135,449,-7.223883629,-5.448954105,1
1135,481,-7.928218365,-4.413613319,1
1135,513,-8.839523315,-4.141753197,1
1135,545,-8.592796326,-3.61316967,1
1135,577,-8.15700531,-3.605993748,1
1135,609,-8.596437454,-5.218993187,1
1135,641,-8.894896507,-5.109242439,1
1135,673,-7.611298561,-4.850011349,1
1135,705,-7.020260811,-6.427905083,1
1135,737,-6.678183079,-8.131574631,1
1135,769,-6.982381344,-9.725230217,1
1135,801,-7.538094044,-11.09113407,1
1135,833,-8.736478806,-11.22256088,1
1135,865,-10.01579475,-10.84449291,1
1135,897,-10.49466324,-10.50603485,1
1135,929,0.05191373825,-0.3795681,1
1135,961,0.178817749,-0.6119356155,1
1135,993,-0.0902132988,0.05283689499,1
1135,1025,-5.54975462,-5.891944885,1
1135,1057,-4.358535767,-7.470094681,1
1135,1089,-3.283834457,-9.248723984,1
1135,1121,-3.618046761,-10.56175709,1
1135,1153,-3.809452295,-10.12568951,1
1135,1185,-4.628038406,-7.613996506,1
1135,1217,-5.839462757,-6.848608017,1
1135,1249,-3.749735832,-8.346342087,1
1135,1281,-2.227461815,-8.747887611,1
1135,1313,-1.37587297,-9.113782883,1
1135,1345,-1.458341837,-9.228592873,1
1135,1377,-2.830922842,-8.454017639,1
1135,1409,-3.119633675,-9.718309402,1
1135,1441,-1.942691922,-10.99184608,1
1135,1473,-2.469687939,-10.33634663,1
1135,1505,-2.579767704,-11.02409744,1
1135,1537,-0.576053977,-11.21048927,1
1135,1569,0.4368862808,-11.03644276,1
1135,1601,2.08856678,-10.36194134,1
1135,1633,3.094305277,-8.923634529,1
1135,1665,1.484890223,-7.784568787,1
1135,1697,1.185440779,-6.711790085,1
1135,1729,0.07333141565,-6.436366558,1
1135,1761,-1.287365556,-5.177648544,1
1135,1793,-1.882571697,-2.975393772,1
1135,1825,-2.251199484,-3.08258152,1
1135,1857,-3.048868895,-4.29643774,1
1135,1889,-2.662445068,-4.916300297,1
1135,1921,-2.923310518,-4.72936821,1
1135,1953,-2.607435226,-4.449021816,1
1135,1985,-0.8726131916,-3.426856995,1
1135,2017,1.453060627,-3.236018419,1
1167,33,13.63754654,-0.5391893387,1
1167,65,-6.032725811,-8.360021591,1
1167,97,-5.819421768,-8.368890762,1
1167,129,-6.567525387,-9.372325897,1
1167,161,-6.243625641,-7.918623924,1
1167,193,-5.187270641,-6.868454456,1
1167,225,-4.232424736,-5.164437771,1
1167,257,-6.038573742,-6.89227438,1
1167,289,-9.081224442,-7.070261955,1
1167,321,-7.927412033,-5.04560709,1
1167,353,-6.142147064,-5.021078587,1
1167,385,-3.959517479,-3.890475273,1
1167,417,-4.879881859,-5.399281502,1
1167,449,-7.228291035,-4.57591629,1
1167,481,-7.7734828,-3.818185329,1
1167,513,-8.0870924,-3.357131958,1
1167,545,-8.614299774,-2.722804308,1
1167,577,-9.571767807,-1.602942467,1
1167,609,-9.402252197,-4.066887856,1
1167,641,-9.146552086,-3.546787262,1
1167,673,-8.508653641,-4.395724297,1
1167,705,-8.120311737,-5.773721218,1
1167,737,-7.264204025,-6.727048874,1
1167,769,-7.676447868,-8.744279861,1
1167,801,-15.92273617,6.73260498,1
1167,833,-7.795802116,-11.21286392,1
1167,865,-7.858047485,-9.541802406,1
1167,897,-8.442590714,-8.711180687,1
1167,929,-0.3326125145,-0.09073066711,1
1167,961,0.3396706581,-0.08200645447,1
1167,993,0.2632603645,0.08265161514,1
1167,1025,-6.433944702,-4.992898941,1
1167,1057,-5.136198521,-2.080677509,1
1167,1089,-3.413272858,-5.923069954,1
1167,1121,-2.957738876,-8.571857452,1
1167,1153,-3.382735252,-8.864155769,1
1167,1185,-4.055252075,-8.213994026,1
1167,1217,-3.955945492,-7.646719933,1
1167,1249,-3.346790791,-7.922828197,1
1167,1281,-2.719643831,-7.976305008,1
1167,1313,-1.915104985,-8.463539124,1
1167,1345,-1.703149319,-8.818216324,1
1167,1377,-2.012881041,-8.427789688,1
1167,1409,-2.073969126,-8.752292633,1
1167,1441,-1.947209001,-8.819753647,1
1167,1473,-1.258677363,-9.133008957,1
1167,1505,-0.9210841656,-9.992171288,1
1167,1537,-0.7631071806,-10.89827061,1
1167,1569,-0.7401016355,-11.01569176,1
1167,1601,-0.4130644202,-10.68841934,1
1167,1633,1.151034236,-8.891899109,1
1167,1665,1.919881463,-7.099810123,1
1167,1697,1.633327484,-5.341542244,1
1167,1729,0.507758379,-5.355442047,1
1167,1761,-1.236834288,-3.748788357,1
1167,1793,-2.866389275,-2.889480591,1
1167,1825,-3.84971571,-3.055785894,1
1167,1857,-3.722392559,-3.17116046,1
1167,1889,-2.689059019,-3.506072283,1
1167,1921,-2.103457451,-3.915902615,1
1167,1953,-0.8425542116,-4.189156532,1
1167,1985,-0.663541615,-3.961233854,1
1167,2017,0.005044221878,-2.147225618,1
1199,33,9.327394485,0.5808343887,1
1199,65,-7.121366501,-8.054807663,1
1199,97,-6.084218979,-7.868584156,1
1199,129,-6.068115234,-7.711044312,1
1199,161,-5.90682745,-6.417328358,1
1199,193,-3.951241493,-5.090363026,1
1199,225,-2.215120792,-3.831299305,1
1199,257,-4.450543404,-6.086452961,1
1199,289,-5.884471416,-5.651057243,1
1199,321,-6.218798637,-3.605979443,1
1199,353,-6.251512051,-0.9411001205,1
1199,385,-6.170603275,-2.6320467,1
1199,417,-6.578486443,-4.666060448,1
1199,449,-7.336704254,-4.167108536,1
1199,481,-7.707807064,-3.354074001,1
1199,513,-7.958022118,-2.839633226,1
1199,545,-8.723397255,-2.98849535,1
1199,577,-10.77035046,-3.325212479,1
1199,609,-13.73977089,-3.608478308,1
1199,641,-13.71942139,-2.83735466,1
1199,673,-11.47284508,-1.798792124,1
1199,705,-11.20527363,-2.683351517,1
1199,737,-8.734982491,-2.193251133,1
1199,769,-10.59223461,-11.51116753,1
1199,801,-12.69823265,-13.10581493,1
1199,833,-0.05770874023,-0.4441833496,1
1199,865,0.7486224174,-0.2941699028,1
1199,897,0.5106215477,-0.4677090645,1
1199,929,-0.04499435425,-0.8450450897,1
1199,961,0.3241362572,0.2004323006,1
1199,993,-0.4766764641,0.2185950279,1
1199,1025,-6.201985359,-2.35389328,1
1199,1057,-5.832518578,-0.3630237579,1
1199,1089,-5.667954445,-3.355855465,1
1199,1121,-4.462227345,-7.299993992,1
1199,1153,-4.179832458,-7.516086578,1
1199,1185,-4.480350494,-6.704324245,1
1199,1217,-4.124498844,-6.657948017,1
1199,1249,-3.610841513,-6.888149261,1
1199,1281,-3.008224726,-7.345742702,1
1199,1313,-2.190015078,-7.663956642,1
1199,1345,-1.685730696,-7.33111763,1
1199,1377,-2.036961555,-8.212340355,1
1199,1409,-2.032594442,-7.597694397,1
1199,1441,-1.742384791,-7.4290905,1
1199,1473,-0.4824461937,-8.319093704,1
1199,1505,0.6558082104,-9.406813622,1
1199,1537,-0.6141829491,-10.39849472,1
1199,1569,-1.619634628,-10.58697605,1
1199,1601,-2.402963161,-10.96186543,1
1199,1633,-1.835124373,-9.448592186,1
1199,1665,-1.002224922,-7.518324852,1
1199,1697,-0.7678037286,-6.122153759,1
1199,1729,-0.5942850113,-4.924498081,1
1199,1761,-1.384860873,-3.507401943,1
1199,1793,-2.090091467,-2.494914293,1
1199,1825,-2.280733109,-1.198283672,1
1199,1857,-2.989221573,-0.1290066242,1
1199,1889,-3.702513218,-0.9919936657,1
1199,1921,-1.764380574,-2.818986177,1
1199,1953,0.7451242208,-2.177493095,1
1199,1985,-0.5159660578,-2.865099669,1
1199,2017,0.5361207724,-1.261826992,1
1231,33,7.713310719,5.693888664,1
1231,65,10.58792305,-11.95326614,1
1231,97,-6.110105038,-7.564782619,1
1231,129,-6.038332462,-6.831529617,1
1231,161,-5.834616661,-5.805743217,1
1231,193,-5.116939545,-5.451436996,1
1231,225,-4.630007744,-5.471953392,1
1231,257,-5.103038788,-6.876791477,1
1231,289,-5.603242397,-5.523865223,1
1231,321,-6.299457073,-3.970789909,1
1231,353,-6.649643898,-0.9543385506,1
1231,385,-6.091727734,-1.777184486,1
1231,417,-8.583612442,-3.756876945,1
1231,449,-8.127592087,-4.124350548,1
1231,481,-8.133180618,-3.231075525,1
1231,513,-8.264842987,-2.705591202,1
1231,545,-8.412714005,-2.935125351,1
1231,577,-11.8934021,-1.981526613,1
1231,609,-11.74961376,-4.078588963,1
1231,641,-10.92997932,-3.725225687,1
1231,673,-11.04831314,-1.101221561,1
1231,705,-15.91008663,-11.65093994,1
1231,737,-12.46474934,-9.460078239,1
1231,769,-13.23064232,-11.36753273,1
1231,801,-16.20998383,-10.82583141,1
1231,833,-0.07415962219,-0.3307800293,1
1231,865,0.01272583008,-0.08450126648,1
1231,897,0.2459897995,-0.5110697746,1
1231,929,0.1058573723,-0.38484478,1
1231,961,-0.09975290298,-0.2445998192,1
1231,993,-9.324318886,-9.036696434,1
1231,1025,-6.320250511,-3.331578255,1
1231,1057,-8.243441582,-4.738431931,1
1231,1089,-8.707066536,-5.583874702,1
1231,1121,-8.126353264,-6.03854084,1
1231,1153,-6.83981657,-6.124565125,1
1231,1185,-5.97731781,-4.851815224,1
1231,1217,-5.552532196,-5.416309357,1
1231,1249,-4.233890533,-4.923257828,1
1231,1281,-2.338880062,-6.253932476,1
1231,1313,0.7967562675,-6.701789856,1
1231,1345,-0.04667878151,-6.165410042,1
1231,1377,-2.072743177,-8.652813911,1
1231,1409,-1.254844189,-9.97791481,1
1231,1441,-2.73607111,-5.700510025,1
1231,1473,-1.545490623,-7.415463448,1
1231,1505,-1.447044373,-8.987736702,1
1231,1537,-1.831424236,-9.51630497,1
1231,1569,-2.662635326,-9.479568481,1
1231,1601,-3.185029507,-9.366718292,1
1231,1633,-3.159629107,-8.493149757,1
1231,1665,-3.5903759,-8.396762848,1
1231,1697,-2.506899357,-6.438195705,1
1231,1729,-1.371036291,-4.733548641,1
1231,1761,-1.328163981,-3.004441977,1
1231,1793,-1.218897581,-2.087568045,1
1231,1825,0.2175140381,-0.7134954929,1
1231,1857,0.08538818359,-0.8006161451,1
1231,1889,-2.371700525,-1.046473265,1
1231,1921,-2.270590544,-2.120380402,1
1231,1953,-1.155866623,-2.726551056,1
1231,1985,-1.536861897,-2.931655169,1
1231,2017,-0.223534584,-1.896250486,1
1263,33,-7.304066658,3.401684284,1
1263,65,-4.664980888,-6.932055473,1
1263,97,-5.432161808,-7.334246159,1
1263,129,-6.059185028,-6.361560822,1
1263,161,-5.795685768,-5.653443336,1
1263,193,-5.663740158,-5.275257111,1
1263,225,-5.855283737,-6.682002068,1
1263,257,-5.283321857,-7.129009724,1
1263,289,-6.343932629,-6.176025867,1
1263,321,-6.732987404,-2.877161026,1
1263,353,-5.804056644,-1.142790318,1
1263,385,-5.883219719,0.1416692734,1
1263,417,-8.701276779,-2.920296192,1
1263,449,-9.80974865,-3.063246489,1
1263,481,-9.138871193,-3.119865179,1
1263,513,-8.503230095,-2.358525038,1
1263,545,-9.484500885,-1.858443737,1
1263,577,-11.98374748,0.1546018124,1
1263,609,-11.35146713,-0.7268135548,1
1263,641,-11.03200245,-2.493803024,1
1263,673,-10.7393322,-1.175048351,1
1263,705,-12.0062151,-3.545752525,1
1263,737,-12.55792141,-9.758684158,1
1263,769,-9.370780945,-11.1475687,1
1263,801,-8.801044464,-10.18304539,1
1263,833,0.1729984283,-0.6726264954,1
1263,865,-0.1541986465,-0.07005405426,1
1263,897,0.4807109833,0.3241467476,1
1263,929,0.6045618057,-0.3627705574,1
1263,961,0.2129883766,-0.704703331,1
1263,993,-5.040809155,5.491341114,1
1263,1025,-9.041414261,-3.766200066,1
1263,1057,-9.345905304,-4.462419987,1
1263,1089,-9.216524124,-5.838239193,1
1263,1121,-8.421197891,-5.295837402,1
1263,1153,-7.807274818,-5.645709515,1
1263,1185,-6.958189487,-5.374783516,1
1263,1217,-6.592461586,-4.82126379,1
1263,1249,-4.841060162,-3.996397018,1
1263,1281,-3.602502823,-5.291200161,1
1263,1313,-1.181099653,-8.14257431,1
1263,1345,-0.8933036327,-9.741976738,1
1263,1377,-0.3684000969,-11.24891663,1
1263,1409,0.827934742,-12.40567493,1
1263,1441,-2.510167122,-8.454748154,1
1263,1473,-2.374842644,-7.057322502,1
1263,1505,-1.933745027,-8.521577835,1
1263,1537,-3.919525862,-8.859951019,1
1263,1569,-3.568258286,-7.989506721,1
1263,1601,-4.016381264,-7.482866764,1
1263,1633,-4.999350071,-7.090139389,1
1263,1665,-4.18356514,-6.093037128,1
1263,1697,-3.357466221,-5.837809086,1
1263,1729,-2.134088993,-4.660429955,1
1263,1761,-1.672850609,-3.299429893,1
1263,1793,-1.410903096,-3.010874748,1
1263,1825,-0.6547310352,-2.399928331,1
1263,1857,-0.9820439816,-2.098909855,1
1263,1889,-1.649376154,-1.851243496,1
1263,1921,-2.232604265,-2.394124985,1
1263,1953,-2.71779418,-3.37876749,1
1263,1985,-2.349587917,-2.495389462,1
1263,2017,-0.96087569,-2.015836,1
1295,33,-5.729745388,-0.8277182579,1
1295,65,-4.842738628,-6.450063229,1
1295,97,-5.316546917,-7.565671444,1
1295,129,-6.069489002,-4.996586323,1
1295,161,-6.170677185,-4.714854717,1
1295,193,-6.099133492,-5.35505867,1
1295,225,-6.756106853,-4.876070976,1
1295,257,-6.45673275,-5.297602654,1
1295,289,-6.133632183,-6.860344887,1
1295,321,-7.546872139,12.99347401,1
1295,353,-6.012462139,-0.3608989716,1
1295,385,-5.016932964,1.721035957,1
1295,417,-8.242995262,-0.8329927921,1
1295,449,-9.712195396,-2.677593231,1
1295,481,-9.877768517,-3.299239874,1
1295,513,-10.10158348,-3.068766117,1
1295,545,-10.20165539,-1.750130177,1
1295,577,-11.20977879,-0.4535614252,1
1295,609,-11.21496201,-0.1999399662,1
1295,641,-11.89989567,0.1270577908,1
1295,673,-11.69671631,0.03405094147,1
1295,705,-11.71050549,-3.148931265,1
1295,737,-9.810678482,-9.803293228,1
1295,769,-9.411925316,-9.206005096,1
1295,801,0.4624195099,-0.8354501724,1
1295,833,-0.02811431885,-0.627199173,1
1295,865,-16.80345917,-16.18670845,1
1295,897,0.2453336716,-0.9211716652,1
1295,929,-7.903650284,-6.920059681,1
1295,961,-7.802656174,-6.844536781,1
1295,993,-6.79404974,16.44953918,1
1295,1025,-11.41672134,-2.756537914,1
1295,1057,-12.26807785,-2.841591597,1
1295,1089,-11.03459358,-3.691697598,1
1295,1121,-8.102032661,-5.166383266,1
1295,1153,-7.810399055,-5.586090565,1
1295,1185,-7.44824791,-5.563891888,1
1295,1217,-6.47754097,-4.928825378,1
1295,1249,-5.412067413,-5.069533825,1
1295,1281,-4.283722401,-6.079382896,1
1295,1313,-3.505702019,-8.983013153,1
1295,1345,-2.549148083,-11.72733784,1
1295,1377,-0.3424751759,-12.71650791,1
1295,1409,-0.1057159901,-12.29688644,1
1295,1441,-0.1406441927,-8.662216187,1
1295,1473,0.7890394926,-7.43575573,1
1295,1505,-1.418708444,-7.663838863,1
1295,1537,-3.49690938,-7.933580399,1
1295,1569,-3.291508675,-7.495304108,1
1295,1601,-3.783393621,-7.323329926,1
1295,1633,-5.244914055,-6.643297195,1
1295,1665,-4.308720112,-4.063586235,1
1295,1697,-3.729313135,-5.086376667,1
1295,1729,-2.579372406,-4.680058956,1
1295,1761,-1.877428055,-3.927775383,1
1295,1793,-2.042515755,-3.845867634,1
1295,1825,-2.301295996,-3.675347328,1
1295,1857,-2.349819183,-3.5176301,1
1295,1889,-1.543002129,-2.54122591,1
1295,1921,-1.752163649,-2.536504269,1
1295,1953,-2.41343832,-2.889148474,1
1295,1985,-1.952588797,-2.019565821,1
1295,2017,-0.7144756317,-1.281819344,1
1327,33,-6.849069118,-0.06955099106,1
1327,65,-6.652744293,-6.443924904,1
1327,97,-5.311099052,-6.871408463,1
1327,129,-6.893723965,-4.918627262,1
1327,161,-6.684690952,-3.292616367,1
1327,193,-6.399945259,-4.063114643,1
1327,225,-7.142282486,-4.127060413,1
1327,257,-7.38527441,-4.881362915,1
1327,289,-6.690070152,-5.772484303,1
1327,321,-6.59389925,-5.000351906,1
1327,353,-6.873430252,-0.6525635719,1
1327,385,-6.80137825,1.355877638,1
1327,417,-8.600710869,2.295577049,1
1327,449,-10.04118633,-2.506390333,1
1327,481,-10.00276852,-3.785428286,1
1327,513,-10.48482609,-2.762537479,1
1327,545,-11.28545761,-1.299833298,1
1327,577,-11.75477791,0.6416007876,1
1327,609,-10.03314972,0.6498811245,1
1327,641,-15.71974754,-0.8479527235,1
1327,673,-15.10336781,-1.563762426,1
1327,705,-12.55548,-2.655905724,1
1327,737,-9.369281769,-9.866086006,1
1327,769,-5.828057289,-8.358102798,1
1327,801,-9.030964851,-0.6742782593,1
1327,833,-8.123251915,0.8218252659,1
1327,865,0.02367210388,-0.7222528458,1
1327,897,-0.04560756683,-1.093451738,1
1327,929,-9.937835693,-2.103909731,1
1327,961,-10.23093987,-1.717698336,1
1327,993,-0.3385572433,-0.5237493515,1
1327,1025,5.401358604,-9.815595627,1
1327,1057,-8.445020676,2.108637333,1
1327,1089,-8.270973206,-1.198329926,1
1327,1121,-7.503261566,-4.171731949,1
1327,1153,-7.067857265,-5.37656498,1
1327,1185,-7.764320374,-6.08195591,1
1327,1217,-9.226021767,-5.465583324,1
1327,1249,-6.624032021,-6.180988789,1
1327,1281,-4.580164909,-7.151906967,1
1327,1313,-3.71457696,-9.158745766,1
1327,1345,-3.096993923,-9.688458443,1
1327,1377,-0.05741071701,-10.18639755,1
1327,1409,0.312823534,-11.52233791,1
1327,1441,1.052589417,-8.445916176,1
1327,1473,0.8202095032,-6.901217937,1
1327,1505,-0.2046197653,-6.76530838,1
1327,1537,-1.493515491,-6.375564575,1
1327,1569,-2.071982622,-6.806764126,1
1327,1601,-3.008118391,-8.57763958,1
1327,1633,-4.204050541,-7.551239014,1
1327,1665,-4.458521843,-5.804337502,1
1327,1697,-4.481024742,-5.181897163,1
1327,1729,-3.668514252,-4.546989918,1
1327,1761,-2.735410452,-5.136944294,1
1327,1793,-2.268275976,-5.001506805,1
1327,1825,-2.253256083,-5.069358349,1
1327,1857,-2.691519976,-4.581692219,1
1327,1889,-1.578089476,-3.291923046,1
1327,1921,-1.504761219,-2.355087042,1
1327,1953,-1.879283667,-1.933797836,1
1327,1985,-1.392906547,-1.370536566,1
1327,2017,0.1101591885,-1.476174831,1
1359,33,-24.00962448,1.333918333,1
1359,65,-7.285803318,-7.347194195,1
1359,97,-6.754699707,-8.676679611,1
1359,129,-5.966317177,-8.349851608,1
1359,161,-5.499194622,-3.825998306,1
1359,193,-4.745137691,-3.449027538,1
1359,225,-4.986391544,-4.237794876,1
1359,257,-6.36124754,-5.03044796,1
1359,289,-6.750882149,-5.230240345,1
1359,321,-6.63221693,-4.771625519,1
1359,353,-7.280630589,-4.450251102,1
1359,385,-8.370851517,1.973235369,1
1359,417,-9.618715286,3.303544044,1
1359,449,-10.74512386,-1.8597188,1
1359,481,-11.10072517,-2.271329641,1
1359,513,-11.11693192,-1.391561031,1
1359,545,-11.01051331,0.225705862,1
1359,577,-11.03966808,2.060112476,1
1359,609,-10.78154945,0.6256703138,1
1359,641,-11.12730408,-0.3227151632,1
1359,673,-11.93621063,-1.412560701,1
1359,705,-11.9280777,-2.223571777,1
1359,737,-5.919370651,-7.516712189,1
1359,769,-9.549845695,-10.00436592,1
1359,801,-7.589933395,-2.941904783,1
1359,833,-8.666115761,2.113087177,1
1359,865,0.1859092712,-0.03813552856,1
1359,897,-4.208305359,-1.336168528,1
1359,929,-8.21866703,0.3068233728,1
1359,961,-8.338476181,-0.1789629459,1
1359,993,-0.03489685059,0.5057985783,1
1359,1025,-0.1051521301,0.3617432117,1
1359,1057,-8.969550133,0.240478754,1
1359,1089,-8.386457443,-0.8601675034,1
1359,1121,-7.650166512,-2.233305931,1
1359,1153,-7.069888115,-3.702716112,1
1359,1185,-6.786437511,-6.149710655,1
1359,1217,-6.667379379,-7.370804787,1
1359,1249,-6.232653618,-6.963749886,1
1359,1281,-4.635978222,-7.73800993,1
1359,1313,-4.091269493,-9.368130684,1
1359,1345,-4.305382729,-10.13409615,1
1359,1377,-3.737581253,-9.289815903,1
1359,1409,-3.362893343,-9.168066025,1
1359,1441,-3.034840584,-8.508117676,1
1359,1473,-2.289757252,-6.790220261,1
1359,1505,-0.2068055868,-5.971613884,1
1359,1537,0.6200836897,-6.656778336,1
1359,1569,-0.6487470865,-7.136343956,1
1359,1601,-2.719700813,-8.127149582,1
1359,1633,-3.830886602,-8.682203293,1
1359,1665,-4.025862694,-6.961833,1
1359,1697,-4.024472713,-5.341640949,1
1359,1729,-4.931081772,-4.981062889,1
1359,1761,-4.214914799,-6.397395134,1
1359,1793,-3.36489892,-6.103187084,1
1359,1825,-1.895059943,-5.887091637,1
1359,1857,-1.186005831,-4.745652676,1
1359,1889,0.03223741055,-3.309678078,1
1359,1921,-0.7607140541,-2.397792101,1
1359,1953,-1.438488126,-1.069351673,1
1359,1985,-0.3956512213,-0.5098077059,1
1359,2017,1.041398644,-1.041548014,1
1391,33,-20.61284828,0.4438328743,1
1391,65,-8.034172058,-11.8049221,1
1391,97,-7.314095974,-11.45944786,1
1391,129,-5.836660862,-9.937151909,1
1391,161,-4.838289261,-5.461473465,1
1391,193,-4.090475082,-3.793225288,1
1391,225,-3.483085632,-4.870183945,1
1391,257,-5.479356289,-5.970310211,1
1391,289,-7.109657288,-4.656119823,1
1391,321,-7.227714062,-4.535524368,1
1391,353,-7.170591831,-3.993522644,1
1391,385,-8.144749641,-0.5693004131,1
1391,417,-10.34387112,-0.1444292068,1
1391,449,-11.5984621,-1.028413534,1
1391,481,-11.6068964,-1.079477549,1
1391,513,-11.03168774,0.1501905322,1
1391,545,-11.0479784,1.640320778,1
1391,577,-10.7420969,0.3445896506,1
1391,609,-10.38372898,0.988114655,1
1391,641,-10.446661,1.086516857,1
1391,673,-10.86242771,-1.010613799,1
1391,705,-10.72892952,1.67312026,1
1391,737,-3.207352638,-2.207652092,1
1391,769,-10.04411697,-8.935911179,1
1391,801,-9.174151421,-2.281936884,1
1391,833,-9.629556656,-1.35574007,1
